Date,POL_입금,POL_입금_수수료,POL_출금,POL_출금_수수료,SUT_입금,SUT_입금_수수료,SUT_출금,SUT_출금_수수료,USDT0_입금,USDT0_입금_수수료,USDT0_출금,USDT0_출금_수수료
2026-02-15,18.91730221,0.08269779,0.0,0.0,97199.73731248,5.70349713497,4111.73060096,1.3992232684,52561.593787,4.44964303308,28659.794942,1.813625577
2026-02-16,2507.95312587,0.043053370922961,0.0,0.0,45817.9012,0.91782528607,804.86279628,0.07495122549,50010.0,0.03711732996,13812.064894,0.681348852
